CustomerID,Age,Gender,Education_Level,Annual_Income,Credit_Score,City_Category,Satisfaction_Level,Employment_Status,Experience_Years,Product_Preference,Subscription_Plan,Distance_from_Store,Number_of_Purchases,Target_Buy
CUST_0197,30,Non-binary,Bachelor,84285.39300918559,592,Tier 2,Satisfied,Employed,10,Home,Basic,0.15380774262487634,13,No
CUST_0198,58,Non-binary,Bachelor,42640.00000922906,670,Tier 1,Very Dissatisfied,Employed,39,Electronics,Basic,7.3623673757315515,8,Yes
CUST_0199,20,Male,Bachelor,88938.67076399113,543,Tier 1,Satisfied,Employed,2,Groceries,Standard,4.861985380951798,14,Yes
CUST_0200,56,Female,Bachelor,62818.777711828734,517,Tier 2,Very Satisfied,Student,36,Home,Premium,4.598477699279182,16,No
CUST_0201,23,Female,Bachelor,84185.32221937478,476,Tier 3,Satisfied,Self-Employed,5,Home,Premium,3.9488403455494794,6,No
CUST_0202,25,Female,Bachelor,31208.718932476317,598,Tier 2,Neutral,Employed,3,Home,Basic,4.461811230467595,14,Yes
CUST_0203,44,Female,Bachelor,63611.66413216726,357,Tier 3,Dissatisfied,Unemployed,23,Groceries,Basic,13.640138600557643,14,Yes
CUST_0204,26,Male,Bachelor,62904.7743356333,568,Tier 2,Dissatisfied,Student,4,Electronics,Basic,0.1,8,No
CUST_0205,54,Non-binary,High School,47615.27070041117,607,Tier 3,Very Satisfied,Unemployed,35,Home,Premium,0.24489938652233798,8,No
CUST_0206,50,Female,Bachelor,66262.37659494528,587,Tier 2,Dissatisfied,Employed,28,Beauty,Basic,1.0628322450794228,4,No
CUST_0207,68,Male,High School,90792.1369600303,404,Tier 3,Dissatisfied,Unemployed,40,Groceries,Basic,0.9154175149651388,8,No
CUST_0208,59,Female,Bachelor,46076.95282073758,527,Tier 2,Very Dissatisfied,Employed,37,Fashion,Basic,0.9995432928529318,11,Yes
CUST_0209,61,Female,Master,79237.08712409876,546,Tier 3,Very Satisfied,Student,40,Electronics,Basic,5.572853027503681,10,Yes
CUST_0210,41,Male,Bachelor,37451.538877069834,793,Tier 2,Very Satisfied,Unemployed,22,Beauty,Premium,3.076148735028896,9,Yes
CUST_0211,32,Non-binary,Bachelor,102188.89189284918,382,Tier 1,Dissatisfied,Unemployed,10,Home,Standard,24.005243117949163,10,No
CUST_0212,49,Non-binary,PhD,75692.00636873418,485,Tier 3,Dissatisfied,Employed,28,Fashion,Basic,1.2866432685382296,11,Yes
CUST_0213,49,Male,Master,94502.34664517143,551,Tier 2,Dissatisfied,Employed,28,Electronics,Basic,1.8613372529886618,9,Yes
CUST_0214,41,Non-binary,PhD,73441.21038187535,654,Tier 3,Neutral,Self-Employed,20,Groceries,Basic,20.751628389624468,8,Yes
CUST_0215,58,Male,Master,67812.26355458723,509,Tier 3,Satisfied,Employed,36,Fashion,Basic,8.911763483912067,10,Yes
CUST_0216,69,Male,High School,75858.65880971837,746,Tier 2,Neutral,Employed,40,Fashion,Basic,3.1724975763254735,9,Yes
CUST_0217,66,Male,High School,57271.05073291657,759,Tier 3,Very Satisfied,Self-Employed,40,Beauty,Standard,4.043877658478213,7,Yes
CUST_0218,66,Non-binary,Bachelor,27643.32188883356,771,Tier 2,Very Dissatisfied,Employed,40,Electronics,Basic,9.263216844079622,10,Yes
CUST_0219,69,Male,High School,68947.98692933585,669,Tier 1,Satisfied,Employed,40,Beauty,Basic,3.279066674864014,7,Yes
CUST_0220,29,Female,Bachelor,44889.933308004904,791,Tier 3,Very Dissatisfied,Self-Employed,8,Beauty,Basic,1.153508483741157,9,No
CUST_0221,56,Non-binary,Bachelor,37966.76169241195,436,Tier 1,Very Satisfied,Student,38,Home,Standard,8.814243371510473,14,Yes
CUST_0222,19,Non-binary,Bachelor,72725.8633687722,666,Tier 3,Very Satisfied,Student,0,Groceries,Standard,3.858490329922052,7,Yes
CUST_0223,20,Non-binary,Master,54417.83050200612,483,Tier 3,Very Dissatisfied,Employed,2,Fashion,Standard,0.830524387028226,15,Yes
CUST_0224,66,Non-binary,Master,80554.0881321138,586,Tier 3,Very Dissatisfied,Employed,40,Electronics,Standard,3.5219085732084805,12,Yes
CUST_0225,54,Female,Bachelor,44221.18462481859,771,Tier 2,Very Dissatisfied,Self-Employed,33,Groceries,Standard,2.665384969007901,6,No
CUST_0226,66,Non-binary,Master,50583.42046972347,674,Tier 1,Very Satisfied,Self-Employed,40,Groceries,Basic,10.471457569000052,10,Yes
CUST_0227,34,Non-binary,Bachelor,83005.92052602787,836,Tier 3,Dissatisfied,Student,13,Electronics,Premium,0.673691639737004,11,No
CUST_0228,66,Male,Master,65596.85321995217,810,Tier 2,Very Dissatisfied,Unemployed,40,Groceries,Basic,10.405606937075824,10,Yes
CUST_0229,19,Non-binary,High School,30453.439181877206,549,Tier 3,Satisfied,Employed,1,Home,Basic,3.5893618907114275,8,No
CUST_0230,19,Female,PhD,65155.21765720222,809,Tier 2,Very Satisfied,Unemployed,0,Groceries,Standard,2.5906312931721076,12,No
CUST_0231,45,Female,Bachelor,89624.77097177607,372,Tier 3,Neutral,Unemployed,27,Home,Basic,0.8834900992153267,11,Yes
CUST_0232,40,Female,Bachelor,50428.45110757066,581,Tier 1,Neutral,Self-Employed,21,Fashion,Premium,6.033515351205522,17,No
CUST_0233,54,Female,High School,71961.15392905817,659,Tier 1,Satisfied,Employed,33,Fashion,Basic,13.07325758362076,11,Yes
CUST_0234,49,Non-binary,Bachelor,43012.2616968819,309,Tier 3,Dissatisfied,Employed,30,Beauty,Premium,2.3530378891244026,9,Yes
CUST_0235,50,Non-binary,High School,57264.33450061142,510,Tier 2,Very Dissatisfied,Self-Employed,31,Home,Premium,1.382622753202121,10,Yes
CUST_0236,18,Female,High School,81796.71072900867,451,Tier 3,Very Satisfied,Unemployed,0,Fashion,Premium,4.046909893015282,5,No
CUST_0237,36,Female,Bachelor,64384.63335509947,304,Tier 2,Very Dissatisfied,Self-Employed,16,Groceries,Premium,7.952736063741371,8,No
CUST_0238,19,Non-binary,Bachelor,85785.39725431273,494,Tier 3,Very Satisfied,Student,0,Electronics,Premium,0.1,11,Yes
CUST_0239,61,Female,Bachelor,68506.04808455723,582,Tier 2,Neutral,Employed,40,Electronics,Standard,4.989910106415319,9,No
CUST_0240,43,Male,PhD,104374.79354401684,763,Tier 1,Very Dissatisfied,Student,21,Home,Basic,4.538092234128837,12,Yes
CUST_0241,49,Female,Bachelor,28701.732615614612,412,Tier 3,Satisfied,Self-Employed,30,Beauty,Basic,1.914743961899673,6,No
CUST_0242,23,Female,Bachelor,55656.132998780704,570,Tier 1,Dissatisfied,Employed,1,Groceries,Standard,3.00213816414373,10,No
CUST_0243,49,Male,High School,38309.324134158975,462,Tier 1,Satisfied,Student,29,Home,Premium,1.4182060664015295,10,No
CUST_0244,21,Male,Master,39675.01651083501,759,Tier 3,Dissatisfied,Student,3,Electronics,Standard,7.80051895622446,12,No
CUST_0245,28,Non-binary,Bachelor,39856.326123879204,404,Tier 3,Very Dissatisfied,Unemployed,8,Home,Premium,5.032922906425622,9,No
CUST_0246,34,Non-binary,PhD,63354.5164410244,581,Tier 2,Very Dissatisfied,Employed,14,Groceries,Premium,3.8040435010065514,10,No
CUST_0247,55,Male,Master,64526.01869643734,461,Tier 2,Dissatisfied,Student,37,Fashion,Basic,2.4922311483247923,7,Yes
CUST_0248,41,Male,Bachelor,68549.11849990232,650,Tier 1,Neutral,Student,21,Groceries,Basic,1.7222102591210044,8,No
CUST_0249,22,Non-binary,High School,37538.788797108966,733,Tier 2,Very Satisfied,Unemployed,1,Fashion,Basic,8.650589370630126,12,Yes
CUST_0250,69,Female,Master,53515.50362003419,439,Tier 2,Satisfied,Student,40,Fashion,Basic,3.0019984120467695,12,Yes
CUST_0251,51,Male,Master,40714.107204872635,770,Tier 3,Satisfied,Student,30,Fashion,Standard,3.4802310919781485,11,Yes
CUST_0252,23,Non-binary,High School,78717.63112543432,431,Tier 2,Satisfied,Student,1,Home,Premium,3.6784859459842973,4,Yes
CUST_0253,39,Female,High School,42594.64899638053,386,Tier 1,Very Dissatisfied,Unemployed,19,Electronics,Standard,2.9743609592102733,10,No
CUST_0254,28,Male,Master,55725.75696008237,482,Tier 2,Satisfied,Student,10,Home,Basic,1.4791655184177974,12,No
CUST_0255,65,Female,High School,71206.12882646211,667,Tier 1,Very Satisfied,Student,40,Electronics,Basic,0.6411015513679642,7,No
CUST_0256,33,Non-binary,PhD,47687.4265100487,428,Tier 3,Very Satisfied,Employed,11,Groceries,Basic,0.5186828812948064,9,No
CUST_0257,50,Male,Bachelor,73877.56889961308,545,Tier 1,Dissatisfied,Employed,32,Beauty,Standard,7.082995188100658,11,Yes
CUST_0258,26,Female,High School,91921.59471066298,677,Tier 2,Very Dissatisfied,Unemployed,5,Groceries,Basic,1.2649723371502688,8,Yes
CUST_0259,23,Male,Master,63794.234574510505,448,Tier 3,Very Satisfied,Self-Employed,3,Home,Basic,0.2864128927908,16,Yes
CUST_0260,33,Female,Bachelor,78032.21829136815,732,Tier 2,Neutral,Employed,15,Home,Basic,7.985506775611294,9,No
CUST_0261,46,Non-binary,Bachelor,20000.0,768,Tier 3,Very Dissatisfied,Unemployed,28,Electronics,Basic,0.8365439887664217,14,Yes
CUST_0262,20,Non-binary,High School,51418.961463042986,745,Tier 3,Very Dissatisfied,Student,1,Home,Premium,4.906094534362716,6,No
CUST_0263,37,Male,High School,63698.01633857954,780,Tier 2,Very Satisfied,Student,18,Fashion,Basic,2.0673095229812724,4,No
CUST_0264,53,Female,Bachelor,38940.698431993864,593,Tier 2,Neutral,Unemployed,34,Home,Basic,0.6761227356745334,12,No
CUST_0265,36,Male,Bachelor,64152.98670808184,442,Tier 3,Dissatisfied,Student,16,Electronics,Basic,2.6762830507150817,6,No
CUST_0266,43,Male,Bachelor,81198.81112118301,549,Tier 3,Very Satisfied,Student,22,Electronics,Basic,0.1,3,No
CUST_0267,20,Female,Master,22408.787439799562,601,Tier 2,Neutral,Self-Employed,0,Fashion,Standard,9.195670128361002,4,Yes
CUST_0268,36,Female,Bachelor,36218.54268392305,324,Tier 1,Very Dissatisfied,Student,15,Electronics,Standard,3.602570934530938,14,Yes
CUST_0269,37,Female,High School,63696.265415283706,369,Tier 2,Neutral,Employed,17,Beauty,Basic,0.7492331746202641,12,No
CUST_0270,49,Non-binary,Bachelor,69208.39458880096,411,Tier 3,Very Dissatisfied,Student,29,Groceries,Standard,1.3523572649813507,12,Yes
CUST_0271,24,Male,PhD,74761.60749819301,663,Tier 2,Very Satisfied,Unemployed,5,Home,Basic,2.9708114596843087,12,No
CUST_0272,69,Male,Master,62217.78957775536,602,Tier 1,Very Satisfied,Self-Employed,40,Beauty,Standard,1.0466309044373316,15,Yes
CUST_0273,58,Non-binary,Bachelor,69230.24810031618,770,Tier 2,Satisfied,Student,36,Home,Basic,1.5639681341874838,11,Yes
CUST_0274,50,Female,High School,78069.61417081361,390,Tier 3,Satisfied,Unemployed,28,Beauty,Basic,3.8219868919809716,17,Yes
CUST_0275,57,Non-binary,Bachelor,51710.83796459348,829,Tier 2,Satisfied,Employed,39,Home,Standard,8.937114818523632,8,Yes
CUST_0276,56,Non-binary,Master,47828.27827987158,491,Tier 3,Very Satisfied,Student,37,Fashion,Premium,2.569482384145338,10,Yes
CUST_0277,35,Non-binary,Master,56629.86738130263,541,Tier 3,Dissatisfied,Self-Employed,17,Electronics,Standard,6.311105062766799,11,Yes
CUST_0278,57,Male,Bachelor,63989.75884554826,437,Tier 2,Very Satisfied,Student,39,Electronics,Basic,10.465034217180264,10,Yes
CUST_0279,18,Non-binary,Master,46834.53113597364,644,Tier 3,Neutral,Unemployed,0,Fashion,Basic,1.218650923702504,6,Yes
CUST_0280,28,Male,Master,52124.85367053576,479,Tier 3,Very Satisfied,Self-Employed,9,Beauty,Premium,8.230301251906075,9,No
CUST_0281,45,Male,High School,67954.03541014591,802,Tier 1,Very Satisfied,Student,25,Groceries,Basic,7.081751720295553,6,Yes
CUST_0282,42,Male,Bachelor,63155.015620594306,502,Tier 1,Very Dissatisfied,Employed,20,Beauty,Basic,2.2075652232181326,8,Yes
CUST_0283,67,Female,High School,56293.257543684835,491,Tier 1,Very Dissatisfied,Self-Employed,40,Electronics,Basic,22.791413678378163,8,Yes
CUST_0284,40,Male,High School,25178.61379874702,304,Tier 1,Very Dissatisfied,Employed,21,Groceries,Basic,1.5229366317195998,8,No
CUST_0285,48,Male,Master,59929.8401598292,536,Tier 3,Very Satisfied,Unemployed,30,Home,Basic,1.4705351151144517,10,Yes
CUST_0286,47,Female,Bachelor,40599.92064981915,610,Tier 2,Dissatisfied,Student,26,Groceries,Basic,7.397734918109258,7,Yes
CUST_0287,59,Male,Bachelor,79661.654104118,848,Tier 3,Neutral,Employed,38,Beauty,Basic,2.851616074844408,11,Yes
CUST_0288,52,Non-binary,High School,53825.576934429846,355,Tier 3,Neutral,Unemployed,33,Fashion,Premium,2.008324152453745,17,Yes
CUST_0289,24,Non-binary,Bachelor,40075.358875549595,742,Tier 3,Dissatisfied,Student,3,Home,Basic,0.9841077085810539,13,No
CUST_0290,33,Male,High School,58769.13452239903,536,Tier 2,Dissatisfied,Unemployed,13,Beauty,Basic,7.24792683025106,15,Yes
CUST_0291,43,Female,High School,85413.99170184383,496,Tier 1,Neutral,Employed,22,Home,Standard,7.716420813718292,6,No
CUST_0292,65,Non-binary,Bachelor,72616.31698289239,813,Tier 3,Satisfied,Unemployed,40,Groceries,Standard,4.180055683189701,10,No
CUST_0293,69,Female,High School,64398.34301211868,748,Tier 3,Very Dissatisfied,Self-Employed,40,Electronics,Basic,15.76937609840356,10,No
CUST_0294,66,Female,Bachelor,33478.09881906287,659,Tier 1,Very Dissatisfied,Student,40,Beauty,Premium,1.9148252462300195,9,Yes
CUST_0295,19,Non-binary,High School,92432.00199532643,329,Tier 3,Neutral,Unemployed,0,Fashion,Basic,1.239865376484595,11,No
CUST_0296,18,Female,High School,47567.45651928194,407,Tier 2,Dissatisfied,Employed,0,Groceries,Premium,5.6577455299554735,10,Yes
CUST_0297,65,Non-binary,High School,78675.67825744685,744,Tier 3,Satisfied,Student,40,Beauty,Basic,7.1025378923024824,9,Yes
CUST_0298,29,Female,Bachelor,53492.7424329717,737,Tier 3,Neutral,Self-Employed,7,Fashion,Basic,1.2738546433412312,12,No
CUST_0299,22,Non-binary,Bachelor,76750.15744966478,756,Tier 1,Very Dissatisfied,Student,3,Beauty,Premium,0.39852213090022953,12,Yes
CUST_0300,54,Male,Bachelor,86137.48191750547,794,Tier 3,Very Satisfied,Self-Employed,36,Groceries,Standard,8.31726629350102,11,Yes
CUST_0301,49,Non-binary,Bachelor,72962.74539815067,546,Tier 3,Dissatisfied,Student,30,Beauty,Basic,18.754194231478277,11,Yes
CUST_0302,26,Non-binary,Master,75117.0991951988,842,Tier 2,Very Satisfied,Unemployed,8,Home,Basic,5.173573887559227,4,Yes
CUST_0303,58,Non-binary,High School,58031.220276887354,738,Tier 1,Neutral,Unemployed,36,Groceries,Basic,1.6277290412414849,8,No
CUST_0304,52,Non-binary,Bachelor,51320.67715854378,577,Tier 1,Very Dissatisfied,Employed,34,Beauty,Standard,28.527833155774424,13,Yes
CUST_0305,36,Female,Master,62765.97379571621,410,Tier 2,Satisfied,Self-Employed,17,Electronics,Basic,11.187107411347679,9,Yes
CUST_0306,65,Male,Bachelor,53201.70988461566,684,Tier 3,Very Satisfied,Employed,40,Beauty,Basic,3.601365380290218,11,Yes
CUST_0307,33,Non-binary,Bachelor,109344.07421624984,490,Tier 1,Satisfied,Unemployed,14,Home,Basic,8.72403452897522,12,No
CUST_0308,20,Female,PhD,40152.83427018973,789,Tier 1,Very Dissatisfied,Self-Employed,0,Fashion,Standard,8.459222898670722,12,Yes
CUST_0309,37,Male,Master,80041.70433180819,725,Tier 3,Very Satisfied,Employed,17,Fashion,Premium,13.651400038103503,9,Yes
CUST_0310,41,Male,High School,70343.93669078028,704,Tier 3,Satisfied,Employed,21,Fashion,Standard,9.191861107265865,13,No
CUST_0311,50,Male,Bachelor,64597.44416247876,634,Tier 1,Satisfied,Employed,30,Electronics,Basic,5.159619656075316,10,Yes
CUST_0312,41,Male,Bachelor,89597.7219982768,508,Tier 3,Very Satisfied,Employed,19,Home,Premium,4.6991239783374175,7,Yes
CUST_0313,69,Non-binary,Bachelor,65967.54905202358,321,Tier 1,Very Dissatisfied,Employed,40,Groceries,Standard,3.1495220708592893,19,Yes
CUST_0314,28,Non-binary,Bachelor,47301.861605151695,507,Tier 3,Satisfied,Self-Employed,7,Fashion,Premium,4.9239941397411275,10,No
CUST_0315,66,Female,Bachelor,65834.60754506815,307,Tier 3,Neutral,Employed,40,Home,Basic,7.929011890072242,9,No
CUST_0316,25,Female,Bachelor,56336.43462189543,828,Tier 2,Very Satisfied,Self-Employed,7,Beauty,Basic,17.374912816927104,13,Yes
CUST_0317,53,Female,Bachelor,70065.69337633297,465,Tier 3,Dissatisfied,Employed,34,Electronics,Standard,3.148865668754928,10,No
CUST_0318,55,Male,Master,76261.47263258997,795,Tier 2,Dissatisfied,Unemployed,36,Home,Basic,4.262510932014704,6,No
CUST_0319,57,Male,Bachelor,42818.241152718605,728,Tier 3,Very Dissatisfied,Unemployed,38,Home,Standard,2.9421838363934554,12,Yes
CUST_0320,37,Non-binary,High School,83906.72236005632,462,Tier 1,Neutral,Employed,18,Groceries,Premium,5.520465720517098,14,Yes
CUST_0321,52,Male,Bachelor,54902.00310263082,665,Tier 1,Satisfied,Student,31,Home,Premium,4.970187212665852,9,No
CUST_0322,65,Male,High School,68872.27845364356,825,Tier 3,Dissatisfied,Unemployed,40,Groceries,Premium,0.1,10,Yes
CUST_0323,42,Male,Bachelor,72340.60340641392,538,Tier 3,Very Dissatisfied,Self-Employed,23,Electronics,Standard,3.895285557463816,9,Yes
CUST_0324,52,Female,Bachelor,67347.7738126126,371,Tier 1,Neutral,Employed,31,Electronics,Basic,0.46324654166877505,9,Yes
CUST_0325,42,Female,High School,57817.829646948616,744,Tier 3,Neutral,Self-Employed,23,Beauty,Basic,0.13368955622035233,7,No
CUST_0326,46,Non-binary,Bachelor,50228.04836014672,808,Tier 2,Very Dissatisfied,Student,26,Groceries,Basic,7.831824157588189,11,No
CUST_0327,35,Male,High School,54620.10985393317,568,Tier 2,Very Dissatisfied,Employed,16,Groceries,Standard,1.4964112229305202,10,Yes
CUST_0328,63,Male,High School,91303.43865057755,714,Tier 2,Satisfied,Unemployed,40,Fashion,Basic,2.082542391006959,12,Yes
CUST_0329,35,Non-binary,Bachelor,42682.67125741881,544,Tier 2,Very Dissatisfied,Self-Employed,13,Fashion,Basic,0.3311508898007454,5,No
CUST_0330,19,Male,Bachelor,45615.13324074067,359,Tier 2,Satisfied,Unemployed,0,Beauty,Standard,0.9892084296724618,10,No
CUST_0331,52,Male,PhD,44737.023537125715,305,Tier 3,Satisfied,Unemployed,34,Electronics,Standard,7.253733885989281,7,No
CUST_0332,33,Female,Bachelor,62715.0775983533,706,Tier 3,Very Satisfied,Employed,14,Fashion,Premium,3.401459131560423,7,No
CUST_0333,58,Non-binary,Bachelor,29505.891000243882,516,Tier 2,Neutral,Self-Employed,40,Home,Standard,10.629248153328541,7,No
CUST_0334,53,Non-binary,Bachelor,32928.80287731213,325,Tier 3,Neutral,Student,33,Electronics,Standard,2.5311985380837037,10,Yes
CUST_0335,50,Non-binary,High School,54780.90334081484,304,Tier 3,Neutral,Unemployed,31,Home,Standard,1.5646625639831409,8,No
CUST_0336,21,Non-binary,PhD,34244.49109403524,831,Tier 2,Very Satisfied,Employed,0,Groceries,Premium,2.135485619185874,13,Yes
CUST_0337,50,Female,Bachelor,35874.57381434397,689,Tier 3,Satisfied,Employed,29,Electronics,Standard,6.237391173210276,10,Yes
CUST_0338,31,Female,Master,34394.631812741216,747,Tier 3,Satisfied,Student,9,Beauty,Premium,4.048468718581041,10,Yes
CUST_0339,38,Male,High School,43067.76581733342,445,Tier 3,Very Dissatisfied,Employed,16,Groceries,Premium,11.727004095072806,6,No
CUST_0340,65,Male,Bachelor,74624.93013340812,687,Tier 2,Very Satisfied,Unemployed,40,Groceries,Premium,4.608637036601555,16,No
CUST_0341,37,Male,Bachelor,79114.15912242165,548,Tier 3,Very Dissatisfied,Employed,16,Home,Basic,3.396400951002917,6,Yes
CUST_0342,25,Male,Master,98380.01786437212,825,Tier 1,Very Satisfied,Self-Employed,4,Groceries,Basic,7.703122175877091,13,Yes
CUST_0343,24,Female,High School,97647.23717026957,761,Tier 1,Very Dissatisfied,Self-Employed,5,Fashion,Basic,14.737935466085329,7,No
CUST_0344,20,Non-binary,Bachelor,75726.25419760894,312,Tier 2,Dissatisfied,Unemployed,2,Electronics,Basic,2.1990865662235772,10,No
CUST_0345,34,Female,PhD,80553.55349602064,683,Tier 1,Neutral,Self-Employed,16,Fashion,Basic,1.4375851647942541,5,No
CUST_0346,50,Male,Bachelor,62622.041813718366,698,Tier 2,Neutral,Student,29,Home,Basic,4.788395114463314,12,Yes
CUST_0347,65,Female,Bachelor,70397.29704024538,318,Tier 1,Satisfied,Employed,40,Home,Basic,3.454476800597382,10,Yes
CUST_0348,29,Non-binary,High School,98872.0609636634,790,Tier 1,Dissatisfied,Unemployed,9,Electronics,Standard,22.63437187692499,13,Yes
CUST_0349,68,Non-binary,PhD,67424.25736113661,718,Tier 1,Neutral,Student,40,Groceries,Standard,3.1028470313248375,7,Yes
CUST_0350,39,Female,High School,83064.77157090479,636,Tier 2,Satisfied,Employed,17,Beauty,Basic,0.38619577637727054,8,Yes
CUST_0351,39,Female,Master,41312.96782842978,718,Tier 2,Dissatisfied,Student,17,Home,Standard,18.942186583896397,14,No
CUST_0352,63,Female,Master,46675.22551483545,421,Tier 3,Neutral,Unemployed,40,Electronics,Standard,9.276274931410988,13,Yes
CUST_0353,47,Male,High School,66241.39195589935,731,Tier 2,Very Dissatisfied,Unemployed,28,Beauty,Standard,0.9815962081122294,8,No
CUST_0354,55,Female,Bachelor,62998.63340126782,343,Tier 1,Very Satisfied,Student,37,Groceries,Premium,11.748658830600881,10,Yes
CUST_0355,55,Female,High School,47601.31625190208,616,Tier 1,Dissatisfied,Employed,37,Home,Basic,2.0826314463604136,16,Yes
CUST_0356,62,Female,High School,108147.55167862438,680,Tier 2,Satisfied,Self-Employed,40,Electronics,Basic,2.366942634041528,9,Yes
CUST_0357,68,Non-binary,Master,63451.88207829732,444,Tier 2,Dissatisfied,Self-Employed,40,Electronics,Basic,11.843169496172976,12,Yes
CUST_0358,25,Non-binary,Master,51145.498956306765,626,Tier 2,Satisfied,Student,5,Electronics,Basic,3.776342487830447,16,Yes
CUST_0359,44,Male,Bachelor,63032.3765472126,662,Tier 3,Dissatisfied,Unemployed,24,Home,Standard,0.741125111154774,5,No
CUST_0360,44,Male,Bachelor,60508.534052232695,349,Tier 1,Satisfied,Employed,22,Beauty,Basic,2.302692104716967,6,Yes
CUST_0361,51,Non-binary,High School,63756.05095782177,364,Tier 3,Neutral,Employed,29,Electronics,Basic,6.402423764418023,9,No
CUST_0362,38,Non-binary,High School,28125.65969297934,654,Tier 3,Very Dissatisfied,Unemployed,20,Groceries,Basic,0.9569175915124069,15,Yes
CUST_0363,47,Non-binary,High School,85838.93393133732,463,Tier 1,Neutral,Self-Employed,28,Electronics,Basic,4.460810872230306,8,Yes
CUST_0364,50,Female,High School,86976.588408783,440,Tier 1,Very Dissatisfied,Employed,31,Beauty,Standard,5.941713515367981,7,Yes
CUST_0365,45,Female,Bachelor,89406.41544072972,427,Tier 2,Neutral,Student,24,Home,Standard,2.106856534654449,11,No
CUST_0366,64,Non-binary,Bachelor,66508.63517072596,697,Tier 2,Neutral,Self-Employed,40,Electronics,Basic,5.918901734207327,9,Yes
CUST_0367,50,Female,Bachelor,73249.62120329031,762,Tier 3,Dissatisfied,Student,30,Electronics,Basic,10.779771015792308,15,Yes
CUST_0368,22,Female,High School,42675.461039855,486,Tier 2,Very Satisfied,Self-Employed,2,Groceries,Basic,3.194400631129361,11,No
CUST_0369,65,Male,Bachelor,76657.9865719478,489,Tier 2,Satisfied,Unemployed,40,Groceries,Basic,2.4136965496261666,13,Yes
CUST_0370,36,Non-binary,Master,65035.75413787878,687,Tier 1,Satisfied,Student,17,Electronics,Premium,1.4461390081010057,12,No
CUST_0371,21,Non-binary,High School,50791.867687215155,728,Tier 1,Satisfied,Student,1,Electronics,Basic,4.63430045470301,11,Yes
CUST_0372,52,Female,PhD,77294.8938328168,583,Tier 2,Very Dissatisfied,Unemployed,33,Groceries,Standard,10.595156813135677,10,Yes
CUST_0373,66,Non-binary,Master,78068.98072182201,536,Tier 1,Satisfied,Student,40,Beauty,Premium,1.9627044379502854,10,Yes
CUST_0374,34,Male,High School,61212.17671349866,493,Tier 2,Satisfied,Self-Employed,15,Fashion,Basic,2.5228554919056094,7,No
CUST_0375,61,Male,Master,68767.65160256806,586,Tier 1,Dissatisfied,Employed,40,Fashion,Basic,2.6096478716251905,5,Yes
CUST_0376,45,Male,Bachelor,39365.65976132879,435,Tier 1,Neutral,Employed,26,Electronics,Premium,4.114142448839887,14,Yes
CUST_0377,47,Non-binary,Bachelor,84863.66874428716,470,Tier 1,Satisfied,Unemployed,27,Groceries,Premium,1.2965030614187045,10,Yes
CUST_0378,46,Non-binary,Bachelor,42023.736239301965,458,Tier 1,Very Satisfied,Self-Employed,28,Home,Basic,8.63579349316929,10,Yes
CUST_0379,63,Non-binary,Bachelor,45891.48703841648,500,Tier 2,Satisfied,Student,40,Home,Standard,1.7520606780973007,15,Yes
CUST_0380,23,Non-binary,Bachelor,61246.31290861074,786,Tier 3,Very Dissatisfied,Student,4,Fashion,Premium,6.110050698579231,15,Yes
CUST_0381,52,Non-binary,Bachelor,82290.32568436919,803,Tier 1,Very Dissatisfied,Employed,33,Beauty,Basic,3.599671278272343,12,Yes
CUST_0382,58,Male,Bachelor,82278.97266431322,670,Tier 2,Very Dissatisfied,Student,39,Fashion,Premium,4.408210004211666,12,Yes
CUST_0383,54,Female,Bachelor,59903.50756189739,402,Tier 2,Satisfied,Employed,36,Electronics,Basic,0.9898695237552829,14,Yes
CUST_0384,41,Male,Bachelor,75460.26724507623,424,Tier 1,Dissatisfied,Unemployed,20,Beauty,Standard,6.6405649856138655,5,Yes
CUST_0385,46,Non-binary,Master,26218.83101342208,612,Tier 3,Very Satisfied,Student,26,Home,Premium,1.0450970848626238,10,Yes
CUST_0386,66,Male,High School,45613.600197408945,757,Tier 1,Satisfied,Self-Employed,40,Groceries,Premium,0.6022220816056332,5,No
CUST_0387,63,Non-binary,High School,46020.99121072798,529,Tier 2,Dissatisfied,Student,40,Groceries,Basic,3.9557794894952547,8,No
CUST_0388,48,Non-binary,Master,85044.25819519635,496,Tier 3,Dissatisfied,Employed,30,Electronics,Basic,6.177268112706836,10,Yes
CUST_0389,52,Male,Bachelor,73093.08325816016,722,Tier 2,Satisfied,Unemployed,34,Fashion,Standard,0.25665508830983064,7,No
CUST_0390,50,Non-binary,High School,63693.05551809201,470,Tier 1,Satisfied,Employed,32,Electronics,Standard,0.3596035256697616,16,Yes
CUST_0391,69,Female,High School,65634.70127658748,681,Tier 3,Dissatisfied,Student,40,Groceries,Standard,8.114621296472807,8,Yes
CUST_0392,38,Non-binary,High School,91366.78552060248,472,Tier 2,Dissatisfied,Employed,16,Home,Premium,8.278265336006218,13,Yes
CUST_0393,49,Female,PhD,56596.40666986897,752,Tier 2,Dissatisfied,Employed,29,Groceries,Premium,1.4072060497738013,10,Yes
CUST_0394,40,Female,Bachelor,33718.653829319206,649,Tier 2,Satisfied,Unemployed,19,Beauty,Basic,4.7755242748845195,6,No
